dataset_id,site_name,site_property,value
ANBG_2019,site_at_-29.9753_degS_and_117.6739_degE,locality,57 km N of Cleary towards Paynes Find on Maroubra Road.
ANBG_2019,site_at_-30_degS_and_151.2_degE,latitude (deg),-30
ANBG_2019,site_at_-30_degS_and_151.2_degE,longitude (deg),151.2
ANBG_2019,site_at_-30_degS_and_151.2_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30_degS_and_151.2_degE,locality,Tingha district
ANBG_2019,site_at_-30.0222_degS_and_151.3667_degE,latitude (deg),-30.0222
ANBG_2019,site_at_-30.0222_degS_and_151.3667_degE,longitude (deg),151.3667
ANBG_2019,site_at_-30.0222_degS_and_151.3667_degE,collector,"Fethers, S."
ANBG_2019,site_at_-30.0222_degS_and_151.3667_degE,locality,"Single National Park, road between Guyra and Tingha."
ANBG_2019,site_at_-30.05_degS_and_150.1_degE,latitude (deg),-30.05
ANBG_2019,site_at_-30.05_degS_and_150.1_degE,longitude (deg),150.1
ANBG_2019,site_at_-30.05_degS_and_150.1_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-30.05_degS_and_150.1_degE,locality,"Mt Kaputar National Park. Waa Gorge, 300 m on walking track above car park. Plants above pools."
ANBG_2019,site_at_-30.0633_degS_and_138.1114_degE,latitude (deg),-30.0633
ANBG_2019,site_at_-30.0633_degS_and_138.1114_degE,longitude (deg),138.1114
ANBG_2019,site_at_-30.0633_degS_and_138.1114_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-30.0633_degS_and_138.1114_degE,locality,"Witchelina - Farina road, below Balowopina Creek crossing."
ANBG_2019,site_at_-30.0831_degS_and_151.9306_degE,latitude (deg),-30.0831
ANBG_2019,site_at_-30.0831_degS_and_151.9306_degE,longitude (deg),151.9306
ANBG_2019,site_at_-30.0831_degS_and_151.9306_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-30.0831_degS_and_151.9306_degE,locality,"c. 29 km direct NE of Guyra, 5.7 km E along Paddys Gully Road from its intersection with Backwater Road."
ANBG_2019,site_at_-30.0833_degS_and_152.65_degE,latitude (deg),-30.0833
ANBG_2019,site_at_-30.0833_degS_and_152.65_degE,longitude (deg),152.65
ANBG_2019,site_at_-30.0833_degS_and_152.65_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.0833_degS_and_152.65_degE,locality,"Clouds Creek, Armidale"
ANBG_2019,site_at_-30.1042_degS_and_115.1208_degE,latitude (deg),-30.1042
ANBG_2019,site_at_-30.1042_degS_and_115.1208_degE,longitude (deg),115.1208
ANBG_2019,site_at_-30.1042_degS_and_115.1208_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.1042_degS_and_115.1208_degE,locality,"Green Head, 19.2 km N along Cockleshell Gully Road."
ANBG_2019,site_at_-30.1167_degS_and_115.9333_degE,latitude (deg),-30.1167
ANBG_2019,site_at_-30.1167_degS_and_115.9333_degE,longitude (deg),115.9333
ANBG_2019,site_at_-30.1167_degS_and_115.9333_degE,collector,"Hnatiuk, R."
ANBG_2019,site_at_-30.1167_degS_and_115.9333_degE,locality,6.7 km W of E end of Coomallo-Marchagee road.
ANBG_2019,site_at_-30.1333_degS_and_150.0833_degE,latitude (deg),-30.1333
ANBG_2019,site_at_-30.1333_degS_and_150.0833_degE,longitude (deg),150.0833
ANBG_2019,site_at_-30.1333_degS_and_150.0833_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-30.1333_degS_and_150.0833_degE,locality,"Nandewar Range, Mount Kaputar National Park, Sawn Rocks."
ANBG_2019,site_at_-30.1428_degS_and_117.6436_degE,latitude (deg),-30.1428
ANBG_2019,site_at_-30.1428_degS_and_117.6436_degE,longitude (deg),117.6436
ANBG_2019,site_at_-30.1428_degS_and_117.6436_degE,collector,"Flowers, G."
ANBG_2019,site_at_-30.1428_degS_and_117.6436_degE,locality,36.2 km N of Cleary towards Paynes Find on Maroubra Road.
ANBG_2019,site_at_-30.1481_degS_and_115.3858_degE,latitude (deg),-30.1481
ANBG_2019,site_at_-30.1481_degS_and_115.3858_degE,longitude (deg),115.3858
ANBG_2019,site_at_-30.1481_degS_and_115.3858_degE,collector,"Flowers, G."
ANBG_2019,site_at_-30.1481_degS_and_115.3858_degE,locality,"2.1 km along Tootbardie Road, where gas pipeline and high voltage lines cross road (off Brand Highway)."
ANBG_2019,site_at_-30.1497_degS_and_115.3944_degE,latitude (deg),-30.1497
ANBG_2019,site_at_-30.1497_degS_and_115.3944_degE,longitude (deg),115.3944
ANBG_2019,site_at_-30.1497_degS_and_115.3944_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.1497_degS_and_115.3944_degE,locality,"2.8 km along Tootbardie Rd Road from Brand Highway, N of Badgingarra."
ANBG_2019,site_at_-30.15_degS_and_142.1_degE,latitude (deg),-30.15
ANBG_2019,site_at_-30.15_degS_and_142.1_degE,longitude (deg),142.1
ANBG_2019,site_at_-30.15_degS_and_142.1_degE,collector,"Bell, B.A."
ANBG_2019,site_at_-30.15_degS_and_142.1_degE,locality,"62.3 km S of Milparinka turnoff, on Silver City Highway."
ANBG_2019,site_at_-30.1564_degS_and_115.3792_degE,latitude (deg),-30.1564
ANBG_2019,site_at_-30.1564_degS_and_115.3792_degE,longitude (deg),115.3792
ANBG_2019,site_at_-30.1564_degS_and_115.3792_degE,collector,"Flowers, G."
ANBG_2019,site_at_-30.1564_degS_and_115.3792_degE,locality,32.2km North of Badgingarra on Brand Highway.
ANBG_2019,site_at_-30.1667_degS_and_115.7167_degE,latitude (deg),-30.1667
ANBG_2019,site_at_-30.1667_degS_and_115.7167_degE,longitude (deg),115.7167
ANBG_2019,site_at_-30.1667_degS_and_115.7167_degE,collector,"Hnatiuk, R."
ANBG_2019,site_at_-30.1667_degS_and_115.7167_degE,locality,W of E end of Coomallo-Marchagee road.
ANBG_2019,site_at_-30.1667_degS_and_152.5_degE,latitude (deg),-30.1667
ANBG_2019,site_at_-30.1667_degS_and_152.5_degE,longitude (deg),152.5
ANBG_2019,site_at_-30.1667_degS_and_152.5_degE,collector,"Golson, T."
ANBG_2019,site_at_-30.1667_degS_and_152.5_degE,locality,Mt Hyland Flora Reserve.
ANBG_2019,site_at_-30.1833_degS_and_115.6667_degE,latitude (deg),-30.1833
ANBG_2019,site_at_-30.1833_degS_and_115.6667_degE,longitude (deg),115.6667
ANBG_2019,site_at_-30.1833_degS_and_115.6667_degE,collector,"Hnatiuk, R."
ANBG_2019,site_at_-30.1833_degS_and_115.6667_degE,locality,34.3 km W of E end of Coomallo-Marchagee road.
ANBG_2019,site_at_-30.1914_degS_and_146.2442_degE,latitude (deg),-30.1914
ANBG_2019,site_at_-30.1914_degS_and_146.2442_degE,longitude (deg),146.2442
ANBG_2019,site_at_-30.1914_degS_and_146.2442_degE,collector,"Bell, B.A."
ANBG_2019,site_at_-30.1914_degS_and_146.2442_degE,locality,"Mt Oxley, on access road off Bourke - Brewarrina road."
ANBG_2019,site_at_-30.1958_degS_and_153.1389_degE,latitude (deg),-30.1958
ANBG_2019,site_at_-30.1958_degS_and_153.1389_degE,longitude (deg),153.1389
ANBG_2019,site_at_-30.1958_degS_and_153.1389_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.1958_degS_and_153.1389_degE,locality,without locality
ANBG_2019,site_at_-30.2128_degS_and_153.1636_degE,latitude (deg),-30.2128
ANBG_2019,site_at_-30.2128_degS_and_153.1636_degE,longitude (deg),153.1636
ANBG_2019,site_at_-30.2128_degS_and_153.1636_degE,collector,"Taylor, D.A."
ANBG_2019,site_at_-30.2128_degS_and_153.1636_degE,locality,"N of Coffs Harbour, Mooney Ponds Caravan Park, headland 500 m SE of inlet."
ANBG_2019,site_at_-30.2667_degS_and_150.15_degE,latitude (deg),-30.2667
ANBG_2019,site_at_-30.2667_degS_and_150.15_degE,longitude (deg),150.15
ANBG_2019,site_at_-30.2667_degS_and_150.15_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-30.2667_degS_and_150.15_degE,locality,"At West Kaputar Rock Lookout, on the way to Dawson Springs."
ANBG_2019,site_at_-30.2747_degS_and_150.1175_degE,latitude (deg),-30.2747
ANBG_2019,site_at_-30.2747_degS_and_150.1175_degE,longitude (deg),150.1175
ANBG_2019,site_at_-30.2747_degS_and_150.1175_degE,collector,"Mallinson, D.J."
ANBG_2019,site_at_-30.2747_degS_and_150.1175_degE,locality,5 km direct W of Mt Kaputar on south side of Narrabri.
ANBG_2019,site_at_-30.2833_degS_and_115.0833_degE,latitude (deg),-30.2833
ANBG_2019,site_at_-30.2833_degS_and_115.0833_degE,longitude (deg),115.0833
ANBG_2019,site_at_-30.2833_degS_and_115.0833_degE,collector,"Hnatiuk, R."
ANBG_2019,site_at_-30.2833_degS_and_115.0833_degE,locality,5.3 km E of Jurien.
ANBG_2019,site_at_-30.2833_degS_and_150.1333_degE,latitude (deg),-30.2833
ANBG_2019,site_at_-30.2833_degS_and_150.1333_degE,longitude (deg),150.1333
ANBG_2019,site_at_-30.2833_degS_and_150.1333_degE,collector,"Mallinson, D.J."
ANBG_2019,site_at_-30.2833_degS_and_150.1333_degE,locality,Mt Kaputar National Park. Walking track near The Governor.
ANBG_2019,site_at_-30.2886_degS_and_116.0961_degE,latitude (deg),-30.2886
ANBG_2019,site_at_-30.2886_degS_and_116.0961_degE,longitude (deg),116.0961
ANBG_2019,site_at_-30.2886_degS_and_116.0961_degE,collector,"Chandler, G.T."
ANBG_2019,site_at_-30.2886_degS_and_116.0961_degE,locality,"3.7km on Old Geraldton Road, from Merewara Road, E of Watheroo on Miling road."
ANBG_2019,site_at_-30.2886_degS_and_116.0969_degE,latitude (deg),-30.2886
ANBG_2019,site_at_-30.2886_degS_and_116.0969_degE,longitude (deg),116.0969
ANBG_2019,site_at_-30.2886_degS_and_116.0969_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.2886_degS_and_116.0969_degE,locality,"Watheroo, 3.7 km W along Old Geraldton Road from Merewana Road."
ANBG_2019,site_at_-30.3_degS_and_152.6833_degE,latitude (deg),-30.3
ANBG_2019,site_at_-30.3_degS_and_152.6833_degE,longitude (deg),152.6833
ANBG_2019,site_at_-30.3_degS_and_152.6833_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.3_degS_and_152.6833_degE,locality,without locality
ANBG_2019,site_at_-30.3111_degS_and_153.0958_degE,latitude (deg),-30.3111
ANBG_2019,site_at_-30.3111_degS_and_153.0958_degE,longitude (deg),153.0958
ANBG_2019,site_at_-30.3111_degS_and_153.0958_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.3111_degS_and_153.0958_degE,locality,without locality
ANBG_2019,site_at_-30.3417_degS_and_139.3375_degE,latitude (deg),-30.3417
ANBG_2019,site_at_-30.3417_degS_and_139.3375_degE,longitude (deg),139.3375
ANBG_2019,site_at_-30.3417_degS_and_139.3375_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-30.3417_degS_and_139.3375_degE,locality,N of Mount Warren Hastings along the Oppaminda Trail.
ANBG_2019,site_at_-30.3744_degS_and_117.6556_degE,latitude (deg),-30.3744
ANBG_2019,site_at_-30.3744_degS_and_117.6556_degE,longitude (deg),117.6556
ANBG_2019,site_at_-30.3744_degS_and_117.6556_degE,collector,"Flowers, G."
ANBG_2019,site_at_-30.3744_degS_and_117.6556_degE,locality,8.7 km N of Cleary towards Paynes Find on Maroubra Road.
ANBG_2019,site_at_-30.3808_degS_and_117.6511_degE,latitude (deg),-30.3808
ANBG_2019,site_at_-30.3808_degS_and_117.6511_degE,longitude (deg),117.6511
ANBG_2019,site_at_-30.3808_degS_and_117.6511_degE,collector,"Flowers, G."
ANBG_2019,site_at_-30.3808_degS_and_117.6511_degE,locality,7.3 km N of Cleary towards Paynes Find on Maroubra Road adjacent to water tank.
ANBG_2019,site_at_-30.4167_degS_and_121.3333_degE,latitude (deg),-30.4167
ANBG_2019,site_at_-30.4167_degS_and_121.3333_degE,longitude (deg),121.3333
ANBG_2019,site_at_-30.4167_degS_and_121.3333_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-30.4167_degS_and_121.3333_degE,locality,"WA goldfields district, 64.5 km S of Menzies on road to Kalgoorlie, E side of road."
ANBG_2019,site_at_-30.4167_degS_and_152.4833_degE,latitude (deg),-30.4167
ANBG_2019,site_at_-30.4167_degS_and_152.4833_degE,longitude (deg),152.4833
ANBG_2019,site_at_-30.4167_degS_and_152.4833_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.4167_degS_and_152.4833_degE,locality,"Barrier Mountain, 12 km E of Ebor."
ANBG_2019,site_at_-30.4167_degS_and_153.0333_degE,latitude (deg),-30.4167
ANBG_2019,site_at_-30.4167_degS_and_153.0333_degE,longitude (deg),153.0333
ANBG_2019,site_at_-30.4167_degS_and_153.0333_degE,collector,"Jackson, R."
ANBG_2019,site_at_-30.4167_degS_and_153.0333_degE,locality,"S of Sawtell, 1 km NNE of Tuckers Rocks."
ANBG_2019,site_at_-30.4189_degS_and_150.8853_degE,latitude (deg),-30.4189
ANBG_2019,site_at_-30.4189_degS_and_150.8853_degE,longitude (deg),150.8853
ANBG_2019,site_at_-30.4189_degS_and_150.8853_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-30.4189_degS_and_150.8853_degE,locality,"c. 25 km direct E of Barraba, upper reaches of Nangahrah Creek on Linton North station."
ANBG_2019,site_at_-30.4333_degS_and_152.6667_degE,latitude (deg),-30.4333
ANBG_2019,site_at_-30.4333_degS_and_152.6667_degE,longitude (deg),152.6667
ANBG_2019,site_at_-30.4333_degS_and_152.6667_degE,collector,"Barnsley, B."
ANBG_2019,site_at_-30.4333_degS_and_152.6667_degE,locality,14.7 km from road junction at Thora along Upper Thora Rd. at Richardsons Crossing.
ANBG_2019,site_at_-30.4431_degS_and_152.3014_degE,latitude (deg),-30.4431
ANBG_2019,site_at_-30.4431_degS_and_152.3014_degE,longitude (deg),152.3014
ANBG_2019,site_at_-30.4431_degS_and_152.3014_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-30.4431_degS_and_152.3014_degE,locality,"c. 6 km direct SW of Ebor, Cathedral Rock National Park, c. 1km along the road into the park from the Armidale to Dorrigo road. Besides road."
ANBG_2019,site_at_-30.4453_degS_and_139.2969_degE,latitude (deg),-30.4453
ANBG_2019,site_at_-30.4453_degS_and_139.2969_degE,longitude (deg),139.2969
ANBG_2019,site_at_-30.4453_degS_and_139.2969_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-30.4453_degS_and_139.2969_degE,locality,"Vulkathunha - Gammon Ranges National Park, along road to Grindells Hut, 0.5 km from park boundary."
ANBG_2019,site_at_-30.45_degS_and_142.2667_degE,latitude (deg),-30.45
ANBG_2019,site_at_-30.45_degS_and_142.2667_degE,longitude (deg),142.2667
ANBG_2019,site_at_-30.45_degS_and_142.2667_degE,collector,"Hadlow, R.B."
ANBG_2019,site_at_-30.45_degS_and_142.2667_degE,locality,"Ca 17 km SE of Cobham and c. 32 km NE of Packsaddle, N extremity of Koonenberry Range."
ANBG_2019,site_at_-30.4667_degS_and_117.45_degE,latitude (deg),-30.4667
ANBG_2019,site_at_-30.4667_degS_and_117.45_degE,longitude (deg),117.45
ANBG_2019,site_at_-30.4667_degS_and_117.45_degE,collector,"West, J.G."
ANBG_2019,site_at_-30.4667_degS_and_117.45_degE,locality,17 km E of Kulja and 40 km W of Beacon.
ANBG_2019,site_at_-30.4667_degS_and_131.9333_degE,latitude (deg),-30.4667
ANBG_2019,site_at_-30.4667_degS_and_131.9333_degE,longitude (deg),131.9333
ANBG_2019,site_at_-30.4667_degS_and_131.9333_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.4667_degS_and_131.9333_degE,locality,"8 km E of Ooldea, along Trans-Australian Railway."
ANBG_2019,site_at_-30.4853_degS_and_152.4086_degE,latitude (deg),-30.4853
ANBG_2019,site_at_-30.4853_degS_and_152.4086_degE,longitude (deg),152.4086
ANBG_2019,site_at_-30.4853_degS_and_152.4086_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-30.4853_degS_and_152.4086_degE,locality,"New England National Park, on large outcropping rock besides walking track from the carpark to Point Lookout."
ANBG_2019,site_at_-30.4969_degS_and_115.4556_degE,latitude (deg),-30.4969
ANBG_2019,site_at_-30.4969_degS_and_115.4556_degE,longitude (deg),115.4556
ANBG_2019,site_at_-30.4969_degS_and_115.4556_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.4969_degS_and_115.4556_degE,locality,"Tip, 3 km W along Bibby Road, from Brand Highway towards Cervantes."
ANBG_2019,site_at_-30.5167_degS_and_117.4167_degE,latitude (deg),-30.5167
ANBG_2019,site_at_-30.5167_degS_and_117.4167_degE,longitude (deg),117.4167
ANBG_2019,site_at_-30.5167_degS_and_117.4167_degE,collector,"Crisp, M.D."
ANBG_2019,site_at_-30.5167_degS_and_117.4167_degE,locality,"35 km N of Koorda, 5.5 km S of Jingymia."
ANBG_2019,site_at_-30.5189_degS_and_138.7375_degE,latitude (deg),-30.5189
ANBG_2019,site_at_-30.5189_degS_and_138.7375_degE,longitude (deg),138.7375
ANBG_2019,site_at_-30.5189_degS_and_138.7375_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-30.5189_degS_and_138.7375_degE,locality,"Angepena - Copley road, about 7 km E of turnoff to Depot Springs homestead."
ANBG_2019,site_at_-30.5306_degS_and_139.3058_degE,latitude (deg),-30.5306
ANBG_2019,site_at_-30.5306_degS_and_139.3058_degE,longitude (deg),139.3058
ANBG_2019,site_at_-30.5306_degS_and_139.3058_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-30.5306_degS_and_139.3058_degE,locality,"Vulkathunha-Gammon Ranges National Park, between park headquarters and park boundary along Innnamincka road."
ANBG_2019,site_at_-30.5364_degS_and_151.1822_degE,latitude (deg),-30.5364
ANBG_2019,site_at_-30.5364_degS_and_151.1822_degE,longitude (deg),151.1822
ANBG_2019,site_at_-30.5364_degS_and_151.1822_degE,collector,"Edwards, D."
ANBG_2019,site_at_-30.5364_degS_and_151.1822_degE,locality,Roadside. 8 km along the road from Kingstown to Uralla.
ANBG_2019,site_at_-30.5367_degS_and_151.1786_degE,latitude (deg),-30.5367
ANBG_2019,site_at_-30.5367_degS_and_151.1786_degE,longitude (deg),151.1786
ANBG_2019,site_at_-30.5367_degS_and_151.1786_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-30.5367_degS_and_151.1786_degE,locality,"c. 8 km along the road from Kingstown towards Uralla, beside road."
ANBG_2019,site_at_-30.5383_degS_and_138.5706_degE,latitude (deg),-30.5383
ANBG_2019,site_at_-30.5383_degS_and_138.5706_degE,longitude (deg),138.5706
ANBG_2019,site_at_-30.5383_degS_and_138.5706_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-30.5383_degS_and_138.5706_degE,locality,"Balcanoona - Copley road, about 12 km W of turnoff to Depot Springs homestead."
ANBG_2019,site_at_-30.55_degS_and_121.4333_degE,latitude (deg),-30.55
ANBG_2019,site_at_-30.55_degS_and_121.4333_degE,longitude (deg),121.4333
ANBG_2019,site_at_-30.55_degS_and_121.4333_degE,collector,"West, J.G."
ANBG_2019,site_at_-30.55_degS_and_121.4333_degE,locality,"22.3 km N of Kalgoorlie, 16.6 km SE of Broad Arrow."
ANBG_2019,site_at_-30.5597_degS_and_130.8886_degE,latitude (deg),-30.5597
ANBG_2019,site_at_-30.5597_degS_and_130.8886_degE,longitude (deg),130.8886
ANBG_2019,site_at_-30.5597_degS_and_130.8886_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.5597_degS_and_130.8886_degE,locality,25 km E of Cook along Trans-Australian Railway.
ANBG_2019,site_at_-30.5667_degS_and_139.2333_degE,latitude (deg),-30.5667
ANBG_2019,site_at_-30.5667_degS_and_139.2333_degE,longitude (deg),139.2333
ANBG_2019,site_at_-30.5667_degS_and_139.2333_degE,collector,"Sikkes, A.J.A."
ANBG_2019,site_at_-30.5667_degS_and_139.2333_degE,locality,"Italowie Creek, 13 km NW of Wertaloona homestead."
ANBG_2019,site_at_-30.5683_degS_and_145.8006_degE,latitude (deg),-30.5683
ANBG_2019,site_at_-30.5683_degS_and_145.8006_degE,longitude (deg),145.8006
ANBG_2019,site_at_-30.5683_degS_and_145.8006_degE,collector,"Bell, B.A."
ANBG_2019,site_at_-30.5683_degS_and_145.8006_degE,locality,"Gundabooka National Park, 6.5 km from park access road towards Mulgowan art site."
ANBG_2019,site_at_-30.5706_degS_and_145.7_degE,latitude (deg),-30.5706
ANBG_2019,site_at_-30.5706_degS_and_145.7_degE,longitude (deg),145.7
ANBG_2019,site_at_-30.5706_degS_and_145.7_degE,collector,"Bell, B.A."
ANBG_2019,site_at_-30.5706_degS_and_145.7_degE,locality,"Gundabooka National Park, Ben Lomond Gorge."
ANBG_2019,site_at_-30.5881_degS_and_116.4858_degE,latitude (deg),-30.5881
ANBG_2019,site_at_-30.5881_degS_and_116.4858_degE,longitude (deg),116.4858
ANBG_2019,site_at_-30.5881_degS_and_116.4858_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.5881_degS_and_116.4858_degE,locality,"14 km from Bindi Bindi toward Ballidu, on Ballidu - Bindi Bindi Road."
ANBG_2019,site_at_-30.5917_degS_and_145.8925_degE,latitude (deg),-30.5917
ANBG_2019,site_at_-30.5917_degS_and_145.8925_degE,longitude (deg),145.8925
ANBG_2019,site_at_-30.5917_degS_and_145.8925_degE,collector,"Bell, B.A."
ANBG_2019,site_at_-30.5917_degS_and_145.8925_degE,locality,103 km from Cobar on road to Bourke.
ANBG_2019,site_at_-30.6058_degS_and_116.7544_degE,latitude (deg),-30.6058
ANBG_2019,site_at_-30.6058_degS_and_116.7544_degE,longitude (deg),116.7544
ANBG_2019,site_at_-30.6058_degS_and_116.7544_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-30.6058_degS_and_116.7544_degE,locality,"Ballidu, 500 m towards Wongan Hills."
ANBG_2019,site_at_-30.6058_degS_and_116.7708_degE,latitude (deg),-30.6058
ANBG_2019,site_at_-30.6058_degS_and_116.7708_degE,longitude (deg),116.7708
ANBG_2019,site_at_-30.6058_degS_and_116.7708_degE,collector,"Monro, A.M."
ANBG_2019,site_at_-30.6058_degS_and_116.7708_degE,locality,"In road verge directly opposite Ballidu Recreation Centre, 500m S of Ballidu turnoff on road between Ballidu and Wongan Hills. Wongan 1100K map sheet."
ANBG_2019,site_at_-30.66_degS_and_134.0489_degE,latitude (deg),-30.66
ANBG_2019,site_at_-30.66_degS_and_134.0489_degE,longitude (deg),134.0489
ANBG_2019,site_at_-30.66_degS_and_134.0489_degE,collector,"Flowers, G."
ANBG_2019,site_at_-30.66_degS_and_134.0489_degE,locality,"3 km E of dog fence between Tarcoola & Wynbring, on Trans Australian Railway track."
ANBG_2019,site_at_-30.6764_degS_and_151.7269_degE,latitude (deg),-30.6764
